timestamp,symbol,timeframe,type,entry_price,exit_price,pnl_pct,result,,,,,
2025-05-29 12:49:54,SOLUSDT,4h,ENTRY,169.68,0,0,open,,,,,
2025-05-29 13:07:49,BTCUSDT,1h,ENTRY,106792.2,0,0,open,,,,,
2025-05-29 14:49:24,SOLUSDT,4h,ENTRY,168.77,0,0,open,,,,,
2025-05-29 16:48:08,SOLUSDT,4h,ENTRY,172.8,0,0,error,,,,,
2025-05-29 16:49:14,SOLUSDT,4h,ENTRY,172.8,0,0,error,,,,,
2025-05-29 16:50:20,SOLUSDT,4h,ENTRY,172.8,0,0,error,,,,,
2025-05-29 16:51:27,SOLUSDT,4h,ENTRY,172.8,0,0,error,,,,,
2025-05-29 16:52:55,SOLUSDT,4h,ENTRY,166.8,0,0,open,,,,,
2025-05-30 07:00:19,BTCUSDT,4h,ENTRY,105593.8,0,0,open,,,,,
2025-05-30 07:00:23,SOLUSDT,1h,ENTRY,163.11,0,0,error,,,,,
2025-05-30 07:01:41,SOLUSDT,1h,ENTRY,162.5,0,0,open,,,,,
2025-05-30 08:14:37,BTCUSDT,4h,ENTRY,105773.7,0,0,open,,,,,
2025-05-30 08:14:58,SOLUSDT,4h,ENTRY,163.55,0,0,open,,,,,
2025-05-30 08:56:15,BTCUSDT,4h,ENTRY,105871.7,0,0,open,,,,,
2025-05-30 08:56:41,SOLUSDT,4h,ENTRY,163.82,0,0,open,,,,,
2025-05-30 09:19:28,BTCUSDT,4h,ENTRY,105453,0,0,open,,,,,
2025-05-30 10:05:40,BTCUSDT,4h,ENTRY,105823.5,0,0,open,,,,,
2025-05-30 10:06:04,SOLUSDT,4h,ENTRY,163.21,0,0,open,,,,,
2025-05-30 11:58:17,SOLUSDT,4h,ENTRY,161.25,0,0,open,,,,,
2025-05-30 14:38:14,BTCUSDT,30m,ENTRY,104130.9,0,0,open,103962.3,104079,103957,104071.5,94.304
2025-05-30 14:38:37,SOLUSDT,4h,ENTRY,158.85,0,0,open,161.09,161.63,144.75,158.73,15983209
2025-05-31 00:57:35,BTCUSDT,1h,ENTRY,103583.5,0,0,open,,,,,
2025-05-31 01:03:12,SOLUSDT,1h,ENTRY,153.64,0,0,open,,,,,
2025-05-31 01:23:06,SOLUSDT,1h,ENTRY,154.14,0,0,open
